Approximate Lat,Approximate Lon,City Name,Country Code,Exact Coordinates,Latitude,Longitude,Temperature,Humidity,Cloudiness,Wind Speed,Max Temp
-12.5,119.04,waingapu,id,"(-9.6567, 120.2641)",-9.6567,120.2641,86.49,63,74,10.63,86.49
9.82,-50.81,sinnamary,gf,"(5.3833333, -52.95)",5.3833333,-52.95,80.73,85,5,12.59,80.73
21.4,-90.09,progreso,mx,"(21.283333, -89.666667)",21.283333,-89.666667,75.61,83,75,13.8,75.99
67.31,-67.84,pangnirtung,ca,"(66.133333, -65.75)",66.133333,-65.75,5.31,84,85,3.49,5.31
-11.8,117.11,praya,id,"(-8.705362, 116.270357)",-8.705362,116.270357,78.8,88,75,11.41,78.8
-6.77,-38.66,cajazeiras,br,"(-6.9, -38.566667)",-6.9,-38.566667,78.85,62,74,6.44,78.85
64.6,-7.73,vestmanna,fo,"(62.15, -7.1666667)",62.15,-7.1666667,48.2,81,27,18.34,48.2
40.68,2.78,alcudia,es,"(39.853605, 3.122404)",39.853605,3.122404,53.89,93,20,4.65,55.99
11.21,26.11,babanusah,sd,"(11.3333333, 27.8)",11.3333333,27.8,80.71,59,63,6.04,80.71
52.01,74.29,ekibastuz,kz,"(51.666667, 75.366667)",51.666667,75.366667,36.97,81,100,3.53,36.97
70.13,26.05,honningsvag,no,"(70.983333, 25.983333)",70.983333,25.983333,35.76,81,26,14.94,35.76
-17.06,69.37,quatre cocos,mu,"(-20.2077778, 57.7625)",-20.2077778,57.7625,65.89,56,20,12.75,68
14.41,-52.9,bathsheba,bb,"(13.2166667, -59.5166667)",13.2166667,-59.5166667,82.4,78,40,24.16,82.4
-7.46,-173.26,sataua,ws,"(-13.4666667, -172.6666667)",-13.4666667,-172.6666667,80.76,74,26,15.48,80.76
6.01,126.08,pundaguitan,ph,"(6.361153, 126.177781)",6.361153,126.177781,82.17,79,77,8.05,82.17
-7.74,-71.68,ipixuna,br,"(-7.051667, -71.693056)",-7.051667,-71.693056,73.65,98,100,3.87,73.65
18.72,-86.98,san pedro,bz,"(17.9166667, -87.95)",17.9166667,-87.95,77,93,36,1.01,77
-20.58,-82.74,marcona,pe,"(-15.2119444, -75.1102778)",-15.2119444,-75.1102778,55.92,93,71,6.35,55.92
9.41,-4.91,ferkessedougou,ci,"(9.5928, -5.194487)",9.5928,-5.194487,74.35,52,0,2.08,74.35
49.99,-58.12,corner brook,ca,"(48.95, -57.933333)",48.95,-57.933333,24.55,92,75,2.24,30.2
